Precinct Name,Voting District,Type,One Race,White,Black,Native American,Asian,Pacific Islander,Other,Two or more,Hispanic/Latino,18+,,,
Harford Precinct 02-004,02-004,Adj,240,220,13,3,2,1,1,29,9,221,,,
Harford Precinct 02-005,02-005,Adj,743,707,34,0,1,1,0,43,50,681,,,
Harford Precinct 02-006,02-006,Unadj,0,0,0,0,0,0,0,0,0,0,,,
Harford Precinct 02-007,02-007,Unadj,256,99,143,1,10,2,1,22,15,202,,,
Harford Precinct 02-010,02-010,Adj,"3,656","2,091","1,366",7,164,0,28,302,505,"3,603",,,
Harford Precinct 02-011,02-011,Adj,"3,159","2,158",823,6,141,9,22,204,219,"2,965",,,
Harford Precinct 02-014,02-014,Adj,"3,379","1,836","1,454",3,57,8,21,316,456,"2,902",,,
Harford Precinct 02-015,02-015,Adj,"2,769","1,707",924,24,88,13,13,248,262,"2,594",,,
Harford Precinct 02-019,02-019,Unadj,"1,299",714,471,6,84,4,20,149,250,"1,200",,,
Harford Precinct 02-020,02-020,Adj,58,57,1,0,0,0,0,4,2,57,,,
Harford Precinct 02-021,02-021,Unadj,56,47,8,0,0,0,1,0,2,47,,,
Harford Precinct 02-022,02-022,Adj,103,83,13,2,5,0,0,19,18,105,,,
Harford Precinct 03-002,03-002,Adj,"3,236","3,071",83,10,70,0,2,182,121,"2,795",,,
Harford Precinct 03-003,03-003,Adj,"4,561","4,404",54,13,72,0,18,184,115,"3,696",,,
Harford Precinct 03-004,03-004,Adj,"2,021","1,934",66,0,16,0,5,140,65,"1,779",,,
Harford Precinct 03-005,03-005,Adj,"4,352","4,143",98,4,82,0,25,188,144,"3,580",,,
Harford Precinct 03-006,03-006,Adj,"3,790","3,638",56,4,68,1,23,142,121,"3,159",,,
Harford Precinct 03-007,03-007,Adj,"3,774","3,449",153,5,155,0,12,137,135,"3,228",,,
Harford Precinct 03-008,03-008,Adj,"3,932","3,676",115,3,107,8,23,189,125,"3,186",,,
Harford Precinct 03-009,03-009,Adj,"3,983","3,752",117,8,97,0,9,159,148,"3,397",,,
Harford Precinct 03-010,03-010,Adj,"3,747","3,389",232,7,94,2,23,191,484,"3,647",,,
Harford Precinct 03-011,03-011,Adj,"2,434","2,223",133,1,74,0,3,89,113,"2,065",,,
Harford Precinct 03-012,03-012,Adj,"3,132","2,790",202,2,127,0,11,137,206,"2,719",,,
Harford Precinct 03-013,03-013,Adj,"3,626","3,441",143,1,39,1,1,149,109,"3,047",,,
Harford Precinct 03-014,03-014,Adj,"3,407","2,961",165,4,265,2,10,160,130,"2,819",,,
Harford Precinct 03-015,03-015,Adj,"3,498","2,944",333,7,203,3,8,124,119,"2,826",,,
Harford Precinct 03-016,03-016,Adj,"2,951","2,574",154,3,216,1,3,158,104,"2,578",,,
Harford Precinct 03-017,03-017,Adj,"2,894","2,705",73,2,103,0,11,166,94,"2,429",,,
Harford Precinct 03-018,03-018,Adj,"3,190","2,617",325,9,220,0,19,207,167,"2,694",,,
Harford Precinct 03-019,03-019,Adj,"3,288","3,042",105,1,128,0,12,174,141,"2,668",,,
Harford Precinct 03-020,03-020,Adj,"3,006","2,832",97,3,71,1,2,120,100,"2,544",,,
Harford Precinct 03-021,03-021,Adj,"3,758","3,150",234,2,351,4,17,149,187,"2,967",,,
Harford Precinct 03-022,03-022,Adj,"4,254","3,862",207,4,168,1,12,227,231,"3,510",,,
Harford Precinct 03-023,03-023,Adj,"3,938","3,387",286,2,229,3,31,191,224,"3,439",,,
Harford Precinct 03-024,03-024,Adj,"3,114","2,900",88,3,95,0,28,153,128,"2,681",,,
Harford Precinct 03-025,03-025,Unadj,0,0,0,0,0,0,0,0,0,0,,,
Harford Precinct 03-026,03-026,Unadj,"1,017",968,11,3,28,0,7,48,62,867,,,
Harford Precinct 03-027,03-027,Adj,369,362,0,0,5,0,2,1,8,312,,,
Harford Precinct 04-001,04-001,Adj,"2,410","2,327",37,3,24,1,18,102,64,"2,055",,,
Harford Precinct 04-002,04-002,Adj,"3,131","3,047",23,1,52,0,8,159,90,"2,653",,,
Harford Precinct 04-003,04-003,Adj,"3,426","3,369",11,9,13,4,20,156,66,"2,852",,,
Harford Precinct 04-004,04-004,Adj,"3,284","3,176",56,3,31,0,18,180,91,"2,828",,,
Harford Precinct 04-005,04-005,Adj,"4,031","3,807",122,4,83,1,14,166,104,"3,404",,,
Harford Precinct 04-006,04-006,Adj,"2,509","2,448",31,5,16,0,9,94,55,"2,155",,,
Harford Precinct 04-007,04-007,Unadj,"1,460","1,425",25,0,9,1,0,39,18,"1,159",,,
Harford Precinct 04-008,04-008,Unadj,11,9,0,0,2,0,0,0,1,5,,,
Harford Precinct 05-001,05-001,Adj,"3,281","3,183",65,10,17,0,6,133,67,"2,824",,,
Harford Precinct 05-002,05-002,Adj,"2,870","2,796",48,5,12,3,6,130,82,"2,535",,,
Harford Precinct 05-003,05-003,Adj,"3,381","3,296",44,6,28,1,6,175,62,"2,864",,,
Harford Precinct 05-004,05-004,Adj,"1,898","1,802",76,6,6,2,6,99,76,"1,729",,,
Harford Precinct 06-001,06-001,Adj,"2,704","2,191",447,5,49,0,12,175,252,"2,657",,,
Harford Precinct 06-002,06-002,Adj,"2,969","2,337",498,5,108,5,16,184,194,"2,611",,,
Harford Precinct 06-003,06-003,Adj,"2,732","2,161",496,17,29,10,19,196,169,"2,552",,,
Harford Precinct 06-004,06-004,Unadj,213,194,10,3,2,0,4,15,12,193,,,
Harford Precinct 06-005,06-005,Adj,508,211,261,1,23,6,6,46,72,432,,,
Harford Precinct 06-006,06-006,Adj,"5,292","3,825","1,156",13,251,2,45,269,293,"4,664",,,
Harford Precinct 06-007,06-007,Adj,459,432,20,5,0,0,2,20,20,392,,,
Howard Precinct 01-001,01-001,Adj,"3,284","2,030",654,1,564,4,31,218,226,"2,710",,,
Howard Precinct 01-002,01-002,Unadj,773,544,96,0,131,0,2,39,44,613,,,
Howard Precinct 01-003,01-003,Unadj,"2,628","1,502",562,3,544,2,15,115,233,"2,239",,,
Howard Precinct 01-004,01-004,Unadj,"3,802","2,522",423,2,827,0,28,197,125,"2,959",,,
Howard Precinct 01-005,01-005,Unadj,780,566,89,0,123,0,2,39,28,649,,,
Howard Precinct 01-006,01-006,Adj,"2,985","1,642",540,10,755,0,38,180,"1,609","3,491",,,
Howard Precinct 01-007,01-007,Adj,"1,368",699,274,3,383,0,9,100,139,"1,207",,,
Howard Precinct 01-008,01-008,Adj,"2,745","1,537",567,7,619,1,14,218,680,"2,639",,,
Howard Precinct 01-009,01-009,Adj,"2,331","1,218",428,6,665,0,14,169,201,"1,975",,,
Howard Precinct 01-010,01-010,Adj,"1,944","1,207",325,4,400,0,8,90,133,"1,671",,,
Howard Precinct 01-011,01-011,Unadj,"1,536",851,184,4,489,0,8,81,78,"1,144",,,
Howard Precinct 01-012,01-012,Unadj,"1,337",786,174,1,373,0,3,88,47,"1,095",,,
Howard Precinct 01-013,01-013,Unadj,"1,897","1,191",333,4,361,0,8,131,93,"1,586",,,
Howard Precinct 01-014,01-014,Unadj,"2,292","1,648",162,3,477,0,2,97,101,"1,897",,,
Howard Precinct 01-015,01-015,Adj,"7,669","2,029","3,238",21,"2,301",15,65,465,772,"6,536",,,
Howard Precinct 01-016,01-016,Adj,937,559,165,2,190,0,21,107,193,916,,,
Howard Precinct 01-017,01-017,Adj,"1,251",416,593,12,219,2,9,91,95,"1,090",,,
Howard Precinct 01-018,01-018,Adj,526,337,91,0,96,0,2,14,58,470,,,
Howard Precinct 01-019,01-019,Unadj,89,58,20,0,11,0,0,3,7,67,,,
Howard Precinct 01-020,01-020,Unadj,635,554,31,2,47,0,1,24,18,525,,,
Howard Precinct 01-021,01-021,Adj,"3,657","1,237","1,466",5,925,6,18,188,436,"3,113",,,
Howard Precinct 02-001,02-001,Adj,"3,697","1,477",610,8,"1,581",1,20,164,212,"3,044",,,
Howard Precinct 02-002,02-002,Adj,"3,892","2,097",305,3,"1,471",0,16,214,146,"3,240",,,
Howard Precinct 02-003,02-003,Adj,"3,286","2,271",318,1,693,0,3,171,141,"2,785",,,
Howard Precinct 02-004,02-004,Adj,"2,851","1,070",902,1,846,6,26,213,219,"2,373",,,
Howard Precinct 02-005,02-005,Unadj,"1,849","1,131",73,0,641,0,4,100,71,"1,568",,,
Howard Precinct 02-006,02-006,Unadj,"2,625","1,283",302,0,"1,023",0,17,128,130,"2,058",,,
Howard Precinct 02-007,02-007,Unadj,"2,012","1,544",107,1,354,0,6,89,70,"1,698",,,
Howard Precinct 02-008,02-008,Unadj,"3,865","1,852",315,3,"1,667",0,28,169,180,"2,981",,,
Howard Precinct 02-009,02-009,Adj,"6,219","1,861","1,209",11,"3,097",0,41,166,546,"5,239",,,
Howard Precinct 02-010,02-010,Adj,"1,860",945,79,2,827,0,7,114,37,"1,448",,,
Howard Precinct 02-011,02-011,Adj,"3,804","1,945",400,3,"1,433",1,22,162,149,"2,890",,,
Howard Precinct 02-012,02-012,Adj,"3,624","2,497",269,5,836,0,17,201,216,"3,109",,,
Howard Precinct 02-013,02-013,Adj,"1,213",862,99,1,247,0,4,55,38,965,,,
Howard Precinct 02-014,02-014,Unadj,"1,165",832,104,2,219,0,8,98,72,994,,,
Howard Precinct 02-015,02-015,Adj,"2,671","1,552",94,2,"1,015",0,8,135,90,"2,198",,,
Howard Precinct 02-016,02-016,Unadj,"3,909","2,153",350,0,"1,396",0,10,184,162,"3,146",,,
Howard Precinct 02-017,02-017,Unadj,475,258,7,2,197,0,11,53,10,423,,,
Howard Precinct 02-018,02-018,Unadj,"2,602","2,000",160,0,424,1,17,138,107,"2,110",,,
Howard Precinct 02-019,02-019,Unadj,"1,965","1,348",116,1,495,0,5,87,94,"1,590",,,
Howard Precinct 02-020,02-020,Unadj,"1,276",847,185,5,239,0,0,54,55,"1,141",,,
Howard Precinct 02-021,02-021,Unadj,430,340,11,1,76,0,2,36,24,349,,,
Howard Precinct 02-022,02-022,Unadj,93,70,1,0,21,0,1,7,14,76,,,
Howard Precinct 02-023,02-023,Adj,"2,874",804,668,14,"1,363",1,24,130,281,"2,405",,,
Howard Precinct 02-024,02-024,Adj,"1,755","1,146",140,3,457,0,9,110,85,"1,481",,,
Howard Precinct 02-025,02-025,Unadj,"1,535","1,156",96,0,282,0,1,66,73,"1,232",,,
Howard Precinct 02-026,02-026,Adj,"2,579","1,179",140,3,"1,238",0,19,102,108,"2,027",,,
Howard Precinct 03-001,03-001,Adj,"2,103","1,501",144,5,441,0,12,96,83,"1,785",,,
Howard Precinct 03-002,03-002,Unadj,"3,814","2,947",217,5,619,0,26,170,157,"3,330",,,
Howard Precinct 03-003,03-003,Unadj,"2,762","1,977",200,2,562,0,21,134,89,"2,320",,,
Howard Precinct 03-004,03-004,Unadj,327,229,7,0,91,0,0,13,12,252,,,
Howard Precinct 03-005,03-005,Adj,"6,413","3,117",432,5,"2,836",0,23,197,147,"5,051",,,
Howard Precinct 03-006,03-006,Adj,"2,375","1,763",194,0,404,0,14,140,105,"1,967",,,
Howard Precinct 04-001,04-001,Unadj,"1,791","1,673",45,4,54,0,15,114,128,"1,568",,,
Howard Precinct 04-002,04-002,Unadj,"1,992","1,723",50,1,204,0,14,142,84,"1,652",,,
Howard Precinct 04-003,04-003,Adj,"2,154","1,985",56,0,97,1,15,116,85,"1,855",,,
Howard Precinct 04-004,04-004,Unadj,"3,084","2,503",238,4,323,1,15,127,140,"2,546",,,
Howard Precinct 04-005,04-005,Adj,"1,746","1,589",48,2,95,0,12,97,116,"1,557",,,
Howard Precinct 04-006,04-006,Adj,"2,880","2,189",192,5,491,0,3,122,110,"2,333",,,
Howard Precinct 05-001,05-001,Unadj,"4,519","2,333",433,3,"1,711",4,35,201,154,"3,565",,,
Howard Precinct 05-002,05-002,Adj,845,598,176,2,55,0,14,71,88,798,,,
Howard Precinct 05-003,05-003,Adj,"3,510","1,822","1,342",4,298,5,39,235,313,"3,381",,,
Howard Precinct 05-004,05-004,Adj,"4,185","2,021","1,595",3,527,0,39,285,475,"4,128",,,
Howard Precinct 05-005,05-005,Unadj,"3,515","1,922",383,9,"1,179",2,20,190,155,"2,945",,,
Howard Precinct 05-006,05-006,Adj,"6,381","3,478",901,4,"1,942",8,48,446,331,"4,989",,,
Howard Precinct 05-007,05-007,Adj,"1,939",962,699,7,255,0,16,146,177,"1,871",,,
Howard Precinct 05-008,05-008,Adj,"2,200","1,142",835,14,174,0,35,126,308,"2,117",,,
Howard Precinct 05-009,05-009,Adj,"2,772",883,"1,409",7,428,0,45,256,689,"2,783",,,
Howard Precinct 05-010,05-010,Adj,"4,102","1,905",295,6,"1,878",0,18,152,115,"3,172",,,
Howard Precinct 05-011,05-011,Unadj,"1,694","1,285",75,0,333,0,1,102,78,"1,433",,,
Howard Precinct 05-012,05-012,Adj,"2,241","1,136",856,4,220,0,25,149,185,"2,018",,,
Howard Precinct 05-013,05-013,Unadj,"1,193",856,212,1,110,0,14,75,218,"1,152",,,
Howard Precinct 05-014,05-014,Unadj,907,666,147,2,90,0,2,114,125,934,,,
Howard Precinct 05-015,05-015,Adj,"2,949","1,892",721,4,310,3,19,185,212,"2,681",,,
Howard Precinct 05-016,05-016,Adj,"2,461","1,237",900,6,293,5,20,174,222,"2,383",,,
Howard Precinct 05-017,05-017,Adj,"1,955","1,267",404,1,267,0,16,96,119,"1,744",,,
Howard Precinct 05-018,05-018,Adj,"1,606",737,695,9,147,3,15,120,216,"1,552",,,
Howard Precinct 05-019,05-019,Unadj,"3,062","2,339",217,3,481,1,21,205,119,"2,506",,,
Howard Precinct 05-020,05-020,Adj,"2,569","1,622",294,2,635,0,16,149,128,"2,136",,,
Howard Precinct 05-021,05-021,Adj,"2,728","1,324","1,094",1,287,1,21,139,311,"2,508",,,
Howard Precinct 05-022,05-022,Unadj,"4,029","2,280",314,1,"1,400",0,34,169,115,"3,221",,,
Howard Precinct 05-023,05-023,Unadj,"1,736",901,533,0,285,2,15,109,140,"1,586",,,
Howard Precinct 05-024,05-024,Unadj,"1,177",697,82,3,379,0,16,62,58,"1,006",,,
Howard Precinct 06-001,06-001,Adj,"2,712","1,387",998,6,289,0,32,177,630,"2,740",,,
Howard Precinct 06-002,06-002,Adj,"3,864",999,"2,226",6,593,6,34,237,718,"3,463",,,
Howard Precinct 06-003,06-003,Adj,"1,771","1,189",240,0,307,0,35,128,169,"1,493",,,
Howard Precinct 06-004,06-004,Unadj,"2,360","1,882",279,9,180,0,10,171,190,"2,116",,,
Howard Precinct 06-005,06-005,Adj,"1,562",983,411,5,136,6,21,160,279,"1,578",,,
Howard Precinct 06-006,06-006,Adj,"1,288",907,296,2,79,0,4,121,102,"1,139",,,
Howard Precinct 06-007,06-007,Adj,"2,104",980,789,5,317,1,12,100,280,"1,952",,,
Howard Precinct 06-008,06-008,Adj,"2,065",791,"1,067",1,178,1,27,162,415,"1,990",,,
Howard Precinct 06-009,06-009,Adj,"2,213",814,"1,122",10,226,1,40,184,789,"2,301",,,
Howard Precinct 06-010,06-010,Adj,"1,873","1,250",408,3,203,1,8,105,210,"1,699",,,
Howard Precinct 06-011,06-011,Adj,"1,794",947,549,4,272,0,22,143,181,"1,643",,,
Howard Precinct 06-012,06-012,Unadj,843,548,218,1,53,1,22,84,135,832,,,
Howard Precinct 06-013,06-013,Adj,"1,629","1,054",426,0,146,0,3,103,245,"1,579",,,
Howard Precinct 06-014,06-014,Adj,"1,716",960,595,0,132,0,29,144,208,"1,601",,,
Howard Precinct 06-015,06-015,Adj,"2,382",677,"1,120",6,530,2,47,141,574,"2,275",,,
Howard Precinct 06-016,06-016,Adj,"3,117","1,370","1,261",5,447,7,27,252,649,"2,970",,,
Howard Precinct 06-017,06-017,Adj,"2,849",928,"1,492",2,408,0,19,199,419,"2,623",,,
Howard Precinct 06-018,06-018,Adj,"2,034","1,282",490,1,241,0,20,182,183,"1,762",,,
Howard Precinct 06-019,06-019,Adj,"3,098",996,"1,591",1,484,1,25,170,376,"2,779",,,
Howard Precinct 06-020,06-020,Adj,"2,440","1,321",744,1,347,0,27,207,238,"2,240",,,
Howard Precinct 06-021,06-021,Adj,"1,793",536,790,18,435,0,14,108,629,"1,914",,,
Howard Precinct 06-022,06-022,Adj,"2,004","1,094",579,8,298,0,25,147,256,"1,875",,,
Howard Precinct 06-023,06-023,Unadj,799,653,101,3,38,1,3,81,71,786,,,
Howard Precinct 06-024,06-024,Adj,"3,051","1,228","1,215",3,580,2,23,248,596,"2,709",,,
Howard Precinct 06-025,06-025,Unadj,989,693,128,2,161,1,4,41,64,839,,,
Howard Precinct 06-026,06-026,Adj,"2,961","1,692",986,5,246,1,31,204,237,"2,620",,,
Howard Precinct 06-027,06-027,Adj,"2,862",990,"1,229",6,598,2,37,173,268,"2,418",,,
Howard Precinct 06-028,06-028,Adj,"3,411","1,994",412,1,977,0,27,188,150,"2,884",,,
Howard Precinct 06-029,06-029,Adj,"5,218","2,492","1,474",16,"1,194",1,41,281,374,"4,712",,,
Howard Precinct 06-030,06-030,Adj,"1,909",581,925,3,385,0,15,119,588,"1,887",,,
Howard Precinct 06-031,06-031,Adj,"1,833",738,869,4,179,3,40,132,422,"1,790",,,
Howard Precinct 06-032,06-032,Adj,"1,852","1,380",195,1,266,0,10,80,118,"1,652",,,
Howard Precinct 06-033,06-033,Adj,"2,348","1,136",859,22,299,0,32,151,394,"2,249",,,
Howard Precinct 06-034,06-034,Adj,"3,095",726,"1,776",3,535,0,55,196,888,"3,072",,,
Howard Precinct 06-035,06-035,Adj,"5,471","1,763","1,883",4,"1,777",0,44,297,348,"4,452",,,
Kent Precinct 01-001,01-001,Adj,"1,335","1,112",200,0,17,0,6,47,180,"1,234",,,
Kent Precinct 01-002,01-002,Unadj,"1,804","1,703",72,2,19,0,8,56,132,"1,655",,,
Kent Precinct 02-001,02-001,Adj,"1,593","1,413",164,0,4,0,12,54,180,"1,486",,,
Kent Precinct 03-001,03-001,Adj,"1,852","1,490",349,3,6,0,4,74,70,"1,632",,,
Kent Precinct 03-002,03-002,Adj,617,495,119,0,2,0,1,34,19,566,,,
Kent Precinct 04-001,04-001,Adj,"3,514","2,764",596,10,140,0,4,97,178,"3,382",,,
Kent Precinct 04-002,04-002,Adj,"1,931","1,301",581,1,42,0,6,112,167,"1,840",,,
Kent Precinct 05-001,05-001,Adj,"2,257","2,016",217,0,11,0,13,87,56,"2,008",,,
Kent Precinct 06-001,06-001,Adj,"1,541","1,228",299,8,4,0,2,81,44,"1,393",,,
Kent Precinct 07-001,07-001,Adj,"1,068",875,181,0,6,0,6,24,35,"1,009",,,
Montgomery Precinct 01-001,01-001,Adj,"2,270","1,843",215,9,181,2,20,160,376,"2,221",,,
Montgomery Precinct 01-002,01-002,Adj,"2,402","1,828",262,5,283,2,22,165,400,"2,390",,,
Montgomery Precinct 01-003,01-003,Adj,"4,146","1,923","1,528",3,632,0,60,246,"1,721","4,675",,,
Montgomery Precinct 01-004,01-004,Adj,"2,219",928,758,2,511,1,19,123,925,"2,449",,,
Montgomery Precinct 01-005,01-005,Adj,"3,078","1,892",388,5,752,1,40,149,443,"2,983",,,
Montgomery Precinct 01-006,01-006,Unadj,"1,930","1,007",564,2,331,0,26,139,455,"1,975",,,
Montgomery Precinct 01-007,01-007,Unadj,531,455,50,0,18,0,8,26,65,488,,,
Montgomery Precinct 02-001,02-001,Adj,"6,248","1,955","1,584",18,"2,644",2,45,391,923,"5,855",,,
Montgomery Precinct 02-002,02-002,Adj,"5,416","2,117","1,577",10,"1,674",5,33,334,"1,069","4,890",,,
Montgomery Precinct 02-003,02-003,Adj,"4,777","1,755","2,028",20,928,6,40,331,"1,530","5,120",,,
Montgomery Precinct 02-004,02-004,Adj,"6,199","2,332","2,438",11,"1,310",2,106,416,"1,581","6,355",,,
Montgomery Precinct 02-005,02-005,Adj,"3,874","2,190","1,177",6,458,2,41,199,"1,119","4,160",,,
Montgomery Precinct 02-006,02-006,Adj,"8,673","2,687","1,738",13,"4,150",2,83,376,"1,066","6,860",,,
Montgomery Precinct 02-007,02-007,Unadj,103,103,0,0,0,0,0,0,3,87,,,
Montgomery Precinct 02-008,02-008,Adj,"7,690","2,866","1,942",2,"2,825",0,55,460,"1,302","6,934",,,
Montgomery Precinct 02-009,02-009,Unadj,588,481,30,1,73,0,3,37,143,576,,,
Montgomery Precinct 02-010,02-010,Adj,"2,535",853,687,1,976,1,17,140,376,"2,080",,,
Montgomery Precinct 02-011,02-011,Adj,"5,357","1,613","1,145",3,"2,551",4,41,322,716,"4,288",,,
Montgomery Precinct 03-001,03-001,Unadj,"3,356","2,886",210,12,225,0,23,206,330,"2,942",,,
Montgomery Precinct 03-002,03-002,Adj,"2,737","2,300",192,1,217,0,27,188,383,"2,452",,,
Montgomery Precinct 04-001,04-001,Adj,"4,486","2,230","1,142",10,"1,037",0,67,271,"2,235","5,468",,,
Montgomery Precinct 04-002,04-002,Adj,"3,984","2,608",428,1,923,0,24,256,480,"3,775",,,
Montgomery Precinct 04-003,04-003,Adj,"5,464","3,647",587,8,"1,161",5,56,360,689,"5,327",,,
Montgomery Precinct 04-004,04-004,Unadj,"3,077","2,054",383,5,603,0,32,164,454,"3,126",,,
Montgomery Precinct 04-005,04-005,Adj,"4,026","1,898",536,3,"1,542",1,46,259,"1,318","4,393",,,
Montgomery Precinct 04-006,04-006,Adj,"2,394","1,564",250,10,527,0,43,172,"1,351","3,148",,,
Montgomery Precinct 04-007,04-007,Adj,"2,438","1,470",262,9,651,3,43,184,"1,271","3,123",,,
Montgomery Precinct 04-008,04-008,Unadj,"5,246","3,530",459,9,"1,198",5,45,346,625,"5,069",,,
Montgomery Precinct 04-009,04-009,Adj,"1,649","1,004",146,9,461,5,24,125,644,"1,913",,,
Montgomery Precinct 04-010,04-010,Unadj,"3,624","2,579",363,11,611,13,47,297,539,"3,689",,,
Montgomery Precinct 04-011,04-011,Unadj,969,711,79,0,174,0,5,43,80,966,,,
Montgomery Precinct 04-012,04-012,Adj,"4,123","2,455",225,9,"1,379",4,51,243,383,"3,543",,,
Montgomery Precinct 04-013,04-013,Unadj,"2,433","2,122",67,0,223,0,21,113,234,"2,059",,,
Montgomery Precinct 04-014,04-014,Adj,"5,276","2,728","1,038",11,"1,445",4,50,447,722,"4,838",,,
Montgomery Precinct 04-015,04-015,Adj,"2,224","1,130",458,4,600,3,29,160,"1,154","2,756",,,
Montgomery Precinct 04-016,04-016,Adj,"5,488","3,122",571,10,"1,732",2,51,305,571,"5,017",,,
Montgomery Precinct 04-017,04-017,Adj,"4,181","2,980",461,2,703,3,32,255,400,"4,228",,,
Montgomery Precinct 04-018,04-018,Unadj,"4,234","3,009",416,4,762,0,43,230,451,"3,775",,,
Montgomery Precinct 04-019,04-019,Adj,"2,271","1,212",319,2,722,1,15,178,408,"2,254",,,
Montgomery Precinct 04-020,04-020,Adj,"4,573","3,254",170,9,"1,093",1,46,241,288,"3,845",,,
Montgomery Precinct 04-021,04-021,Unadj,"3,081","2,123",130,4,796,2,26,168,242,"2,623",,,
Montgomery Precinct 04-023,04-023,Unadj,341,154,26,0,159,0,2,12,11,297,,,
Montgomery Precinct 04-024,04-024,Unadj,"3,752","1,450",466,6,"1,809",1,20,131,223,"3,101",,,
Montgomery Precinct 04-025,04-025,Unadj,"1,917","1,476",120,3,299,0,19,133,226,"1,773",,,
Montgomery Precinct 04-026,04-026,Adj,"2,411","1,583",273,3,515,1,36,210,"1,033","2,828",,,
Montgomery Precinct 04-027,04-027,Unadj,"1,217",367,365,10,452,0,23,44,650,"1,441",,,
Montgomery Precinct 04-028,04-028,Adj,"2,143","1,237",399,9,489,0,9,141,342,"2,294",,,
Montgomery Precinct 04-029,04-029,Unadj,"1,772",469,157,0,"1,130",0,16,63,72,"1,472",,,
Montgomery Precinct 04-030,04-030,Unadj,"5,689","2,912",537,8,"2,198",0,34,232,593,"5,066",,,
Montgomery Precinct 04-031,04-031,Unadj,"3,908","2,648",436,4,785,2,33,237,517,"3,949",,,
Montgomery Precinct 04-032,04-032,Adj,"1,585","1,213",65,0,276,0,31,56,191,"1,368",,,
Montgomery Precinct 04-033,04-033,Adj,869,406,197,6,246,0,14,56,239,"1,003",,,
Montgomery Precinct 04-034,04-034,Adj,"1,952","1,464",163,2,308,2,13,157,307,"1,918",,,
Montgomery Precinct 04-035,04-035,Unadj,463,275,65,3,118,0,2,14,12,431,,,
Montgomery Precinct 04-036,04-036,Unadj,0,0,0,0,0,0,0,2,2,2,,,
Montgomery Precinct 04-037,04-037,Unadj,362,179,72,6,102,0,3,29,80,431,,,
Montgomery Precinct 04-038,04-038,Adj,162,52,34,0,73,0,3,19,277,328,,,
Montgomery Precinct 04-040,04-040,Unadj,266,126,73,3,64,0,0,14,66,314,,,
Montgomery Precinct 04-041,04-041,Unadj,0,0,0,0,0,0,0,0,0,0,,,
Montgomery Precinct 04-042,04-042,Unadj,15,6,0,0,9,0,0,2,1,14,,,
Montgomery Precinct 04-043,04-043,Unadj,0,0,0,0,0,0,0,0,0,0,,,
Montgomery Precinct 05-001,05-001,Adj,"3,681","1,289","1,557",5,777,1,52,306,"1,103","3,951",,,
Montgomery Precinct 05-002,05-002,Adj,"4,898",683,"3,622",5,541,4,43,198,765,"4,561",,,
Montgomery Precinct 05-003,05-003,Adj,"4,598","1,526","2,142",10,873,2,45,194,"2,076","5,388",,,
Montgomery Precinct 05-004,05-004,Adj,"2,162","1,021",928,0,212,0,1,60,110,"2,029",,,
Montgomery Precinct 05-005,05-005,Adj,"3,365","1,137","1,836",2,360,0,30,147,892,"3,451",,,
Montgomery Precinct 05-006,05-006,Adj,"4,809","1,247","2,515",8,993,0,46,262,"1,198","4,907",,,
Montgomery Precinct 05-008,05-008,Adj,"3,257","1,067","1,498",6,661,2,23,191,870,"3,392",,,
Montgomery Precinct 05-009,05-009,Adj,"4,189","1,732","1,452",2,963,1,39,218,628,"4,073",,,
Montgomery Precinct 05-010,05-010,Adj,"3,455",655,"2,519",11,235,1,34,124,641,"3,189",,,
Montgomery Precinct 05-011,05-011,Adj,"2,712",870,"1,267",3,536,3,33,144,876,"2,996",,,
Montgomery Precinct 05-012,05-012,Adj,"5,799","1,253","3,273",9,"1,224",8,32,240,"1,268","5,693",,,
Montgomery Precinct 05-013,05-013,Adj,"7,240",483,"6,191",11,498,1,56,234,"2,390","7,013",,,
Montgomery Precinct 05-014,05-014,Adj,"2,381",218,"1,247",23,849,0,44,107,"3,843","4,315",,,
Montgomery Precinct 05-015,05-015,Adj,"3,869","1,848",999,5,960,5,52,248,740,"3,855",,,
Montgomery Precinct 05-016,05-016,Adj,"3,439","1,616","1,124",8,635,6,50,241,516,"3,341",,,
Montgomery Precinct 05-017,05-017,Adj,"4,130","1,097","2,118",7,853,5,50,240,775,"4,090",,,
Montgomery Precinct 05-018,05-018,Adj,"1,841","1,124",308,12,359,4,34,139,419,"1,935",,,
Montgomery Precinct 05-019,05-019,Adj,"3,613","1,555","1,093",4,922,6,33,161,564,"3,585",,,
Montgomery Precinct 05-021,05-021,Adj,"6,584",484,"5,437",9,583,6,65,208,"1,242","5,666",,,
Montgomery Precinct 05-022,05-022,Adj,"1,566",926,361,0,272,0,7,130,352,"1,675",,,
Montgomery Precinct 05-023,05-023,Adj,"7,067",938,"4,691",13,"1,375",1,49,279,979,"6,205",,,
Montgomery Precinct 06-001,06-001,Unadj,"2,401","1,909",148,0,330,0,14,140,216,"2,128",,,
Montgomery Precinct 06-002,06-002,Adj,"4,251","2,141",315,1,"1,778",0,16,204,216,"3,625",,,
Montgomery Precinct 06-003,06-003,Adj,"2,645","1,890",157,3,577,0,18,157,315,"2,412",,,
Montgomery Precinct 06-004,06-004,Unadj,"2,574","1,546",91,2,926,0,9,126,165,"2,233",,,
